tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,gold_intent,notes,ai_intent,ai_reason
1010611,359144,True,Sat Oct 14 12:02:14 +0000 2017,"@14350 @Uber_Support
In a trip today,driver refused to come to my locatn,but started and cancelled the trip.So I have lost my BDT100 promo",1010609,,cancellation_issue,,cancellation_issue,Driver refused pickup and cancelled the trip
2666914,751319,True,Sun Nov 19 20:21:04 +0000 2017,@Uber_Support i have posted again on help.If you want more details i will provide in direct message.,2666915,2666913.0,other_support_issue,,other_support_issue,Follow-up regarding support ticket without specific details
1792306,300968,True,Thu Oct 12 19:40:30 +0000 2017,@115873 my driver is asking for $50 to return my phone. What is your policy on this?,1792305,,driver_issue,,driver_issue,
2323350,673166,True,Mon Nov 13 14:00:04 +0000 2017,@Uber_Support Uber places phone calls to drivers through Google Hangouts rather than my sim phone service. How do I change this? P,2323349,,app_or_technical_issue,,app_or_technical_issue,
1669461,508316,True,Mon Nov 06 12:19:49 +0000 2017,@115873 @Uber_Support poor customer svc just landed @115879 another customer.,1669460,,other_support_issue,,other_support_issue,
2924023,809140,True,Wed Nov 29 02:38:34 +0000 2017,"@Uber_Support, out of the blue my Uber app disconnected, and now it's saying my phone number doesn't match my email account anymore; I can't connect or call any cars. What do I have to do?",2924022,,account_access_issue,,account_access_issue,
2500988,408116,True,Wed Nov 15 19:14:58 +0000 2017,@Uber_Support I need ya help again can you dm me thanks!,2500987,,other_support_issue,,other_support_issue,
1346534,434005,True,Mon Oct 16 08:03:24 +0000 2017,"@Uber_Support hi folks, I'm in an uber right now and the driver isn't wearing a seat belt an speeding well over the limit. Ummm...",1346533,,driver_issue,,driver_issue,
1799783,540781,True,Thu Oct 12 20:46:44 +0000 2017,@Uber_Support is there an email address or phone number to contact you at so I'm not airing my problems out on twitter?,1799782,,other_support_issue,,other_support_issue,
1021716,188867,True,Sun Oct 22 18:38:46 +0000 2017,Aye @115877 I ain get all the food in my order yesterday.,1021715,,uber_eats_issue,,uber_eats_issue,
2767642,738323,True,Tue Nov 21 11:06:08 +0000 2017,@Uber_Support Why don't you respond? I had messaged you guys last week about a big enquiry. Please check your messages and get someone to call me please.,2767641,,other_support_issue,,other_support_issue,Request for response to a previous support inquiry
2141070,629617,True,Wed Nov 08 22:27:13 +0000 2017,I want to get to the level of rich that I don’t have to contemplate calling an @115873 POOL for twenty minutes,2141069,,other_support_issue,,other_support_issue,
2567185,376007,True,Thu Nov 16 19:19:43 +0000 2017,@Uber_Support I️ have two issues first I️ keep trying to upload my insurance to the app but it will not except it. Secondly I️ drive a silver colored car but on the app the clients always my car shows up as blue can you please fix this.,2567184,,app_or_technical_issue,,app_or_technical_issue,
1330072,416847,True,Fri Oct 27 11:50:01 +0000 2017,"@Uber_Support OK the Tanzania phone is lost forever, my USA account under Mitchell Roffer is locked out. I completed the form but no help",1330071,,account_access_issue,,account_access_issue,
2952992,349971,True,Wed Nov 29 18:05:37 +0000 2017,@115877 my food took over and hour and then the driver expected me to literally come to his car window. LOL,2952991,,uber_eats_issue,,uber_eats_issue,
1117134,383594,True,Tue Oct 24 04:22:06 +0000 2017,@115877 do you do gift cards for Melbourne Australia? Link to purchase? Thanks!!,1117133,,other_support_issue,,other_support_issue,
1062431,370863,True,Sat Oct 14 21:56:42 +0000 2017,@115873 why can I add promo codes to my account?,1062430,,app_or_technical_issue,,app_or_technical_issue,Question regarding adding promo codes to the account
573152,254697,True,Sun Dec 03 05:50:19 +0000 2017,Shout to @115873 for employing a driver that just kicked me out of the car for not giving him an additional cash fee. Despite having a working account to pay him with.,573150,,driver_issue,,driver_issue,Driver kicked customer out over demanding cash fee
2696176,757638,True,Sun Nov 19 18:49:00 +0000 2017,@115873 uber help sucks,2696175,,other_support_issue,,other_support_issue,General complaint about Uber customer support
1330050,430318,True,Fri Oct 27 12:04:08 +0000 2017,@Uber_Support New driver en route but definitely wanted to leave a review for the first one.,1330049,1330051.0,driver_issue,,driver_issue,Customer wants to leave a review regarding a driver
1405556,446735,True,Sat Oct 28 18:06:55 +0000 2017,@Uber_Support you charged me twice dm me,1405555,,fare_or_charge_issue,,fare_or_charge_issue,Customer reported being charged twice
1317542,242356,True,Fri Oct 27 07:11:49 +0000 2017,@Uber_Support @213960  In app customer support keep asking me the same repetitive questions. I just want my account back please https://t.co/euvI2mxmNK,1317540,,account_access_issue,,account_access_issue,Customer requesting account access back
377787,205648,True,Mon Oct 09 03:40:11 +0000 2017,@Uber_Support just sent it to you,377786,377788.0,other_support_issue,,other_support_issue,Short follow-up stating details were sent
89440,135355,True,Thu Nov 30 14:31:40 +0000 2017,"@Uber_Support logic..1) If driver cancels u pay.
2) If u cancel .. U pay because 'drivers time is wasted' 
So my tym has no value ?? 
#UberCheats",89438,,cancellation_issue,,cancellation_issue,Complaining about cancellation fees and policies.
1381800,441607,True,Sat Oct 28 06:29:44 +0000 2017,"@115873 canceled 4 rides, wouldn’t answer phone calls, we could do nothing about it. Charged us $20. . . #uberfail",1381799,,cancellation_issue,,cancellation_issue,Driver canceled multiple rides and customer was charged cancellation fees.
1406324,149198,True,Wed Nov 01 21:53:33 +0000 2017,Hi @Uber_Support it’s been 4 days since you said you weren’t charging me so why are these still here? The other two came off. https://t.co/TzIN52m6TU,1406323,,refund_request,,refund_request,Inquiring about pending charges that were promised to be refunded or removed.
2026287,599203,True,Mon Nov 06 18:36:56 +0000 2017,A huge FUCK YOU to @115873 @Uber_Support and anyone associated with uber! Will never use them again..,2026286,,other_support_issue,,other_support_issue,General complaint without specific issue details.
746915,298556,True,Wed Oct 11 14:13:50 +0000 2017,@115873 @Uber_Support,746914,746916.0,other_support_issue,,other_support_issue,Message contains only handles with no issue described.
74899,132761,True,Thu Nov 30 06:26:07 +0000 2017,@Uber_Support You keep matching me with the same driver and now I’m going to be late,74897,74901.0,driver_issue,,driver_issue,Repeatedly matched with the same problematic driver causing delays.
1079515,374632,True,Sun Oct 15 01:33:57 +0000 2017,@115873 I’m still being charged although driver is requesting for cancel because he is too afraid to pick me up. Kindl resolve my issue. Thx,1079514,,cancellation_issue,,cancellation_issue,Being charged for a ride the driver requested to cancel.
2094339,618782,True,Wed Nov 08 06:13:31 +0000 2017,@Uber_Support Anybody have a list of valid Uber inspection centers in Phoenix AZ?,2094338,,other_support_issue,,other_support_issue,Inquiry about vehicle inspection center locations.
1013167,359741,True,Sat Oct 14 12:39:32 +0000 2017,"Man, I lost my personal phone. My registered number is 8780345546. The link you have provided is not allowing me to sign up with this number https://t.co/qt7WnaIvtp",1013166,,account_access_issue,,account_access_issue,Unable to sign up or access account with registered phone number.
1556768,225661,True,Mon Nov 06 07:33:44 +0000 2017,@Uber_Support Let me know the way by which I can avail the offer as sent by your esteemed team.,1556767,,other_support_issue,,other_support_issue,Inquiry about how to redeem a promotional offer.
1250003,413283,True,Thu Oct 26 02:29:57 +0000 2017,"@115877 yo I got my food but you canceled the order and now the delivery driver didn’t get his money, so I feel bad what do I do",1250002,,uber_eats_issue,,uber_eats_issue,Canceled UberEats food delivery order issue
2964573,817943,True,Wed Nov 29 22:40:32 +0000 2017,"@Uber_Support __email__

Keys and phone lost
Keyring in distinctive shape of a Cromer crab",2964574,2964572.0,other_support_issue,,other_support_issue,Lost property report
1270599,417485,True,Mon Oct 16 06:44:26 +0000 2017,@Uber_Support  having trouble receiving promo codes for Malaysia. Its been quite a long time since I llast received any promos.,1270598,,other_support_issue,,other_support_issue,Problem receiving promo codes
967871,349737,True,Sat Oct 21 22:16:02 +0000 2017,@115877 I’m charged for a food that was not delivered to me? My order said 1 min away to disappearing from my screen.,967870,,uber_eats_issue,,uber_eats_issue,Charged for undelivered UberEats food
930482,340735,True,Sat Oct 21 11:36:23 +0000 2017,".@115873 I did not ""miss my ride"" he saw me across st sped away!  I had a broken foot and needed to go fr drs office to x-ray. #uberunfair https://t.co/A4YiNl3zj6",930481,,driver_issue,,driver_issue,Driver saw passenger and drove away
1959139,581192,True,Mon Oct 30 21:03:52 +0000 2017,@Uber_Support It is through UberEATS and there is plenty of money in the account. Im not sure what the issue is. I'm also doing the payment through paypal,1959141,1959138.0,payment_issue,,payment_issue,Payment processing issue via PayPal
2613358,738821,True,Fri Nov 17 13:10:09 +0000 2017,@115873 what do you do when you’re charged and the driver cancels? It’s a $5 fee plus  $26 like wtf?,2613356,,cancellation_issue,,cancellation_issue,Charged fee after driver canceled
2229706,650715,True,Fri Nov 10 16:09:26 +0000 2017,"Hi @115873. I planned a timely trip to the airport, but the driver who picked up my call drove in circles for 15m before canceling. +",2229705,,driver_issue,,driver_issue,Driver drove in circles before canceling pickup
2929199,810339,True,Wed Nov 29 06:05:24 +0000 2017,Dear @Uber_Support There is a pending balance on Rs. 47 on my account in Uber app. I think its charged for a ride that I did not cancel. Please waive it off so I can start using Uber again or I will be visiting the consumer court very soon. Thank You,2929198,,cancellation_issue,,cancellation_issue,Pending cancellation charge on account
2818758,186576,True,Mon Nov 27 05:54:43 +0000 2017,@Uber_Support Horrible experience with UberEATS. Everything that went wrong did.,2818759,2818756.0,uber_eats_issue,,uber_eats_issue,General complaint about UberEats order
2378338,685902,True,Tue Nov 14 03:40:45 +0000 2017,"@115873     Here's the photo, by the way, after ignoring all 37 of my phone calls https://t.co/QCUHBGF1mY",2378337,,driver_issue,,driver_issue,Complaint about driver ignoring phone calls.
848573,321659,True,Fri Oct 20 14:40:33 +0000 2017,"@Uber_Support After taking screenshots of the phone number and sending emails from regd email we are back to square one, Same standard response, pls help","848572,848574",848575.0,other_support_issue,,other_support_issue,General complaint about support response.
1630043,498917,True,Sun Nov 26 04:12:59 +0000 2017,@115877 y’all dun fucked up again,1630042,1630044.0,other_support_issue,,other_support_issue,Vague complaint without specific details.
1149007,390395,True,Mon Oct 30 12:35:12 +0000 2017,@Uber_Support Not gettng verification code... https://t.co/hIKtHoWsrr,1149008,1149006.0,account_access_issue,,account_access_issue,User is not receiving account verification code.
2388184,183311,True,Tue Oct 17 00:34:49 +0000 2017,@115873 I just filled out a form on https://t.co/ZpWBRNiQtV. but,2388183,,other_support_issue,,other_support_issue,Incomplete message regarding support form.
1457427,458268,True,Thu Nov 02 20:18:29 +0000 2017,@115877 do you have a support number in france ? never received my order marked as delivered ! how long do it take to be back to me #wtf,1457426,,uber_eats_issue,,uber_eats_issue,Delivery order marked delivered but not received.
411167,205203,True,Mon Oct 09 22:05:42 +0000 2017,I was told my lost phone is at Uber HQ in Port Melbourne @Uber_Support so why is it 50km away in Mernda? This driver is a rude liar!!! https://t.co/fIXY696bSy,411166,,driver_issue,,driver_issue,Complaint about driver lying about lost phone.
2689624,756174,True,Sun Nov 19 15:37:59 +0000 2017,@115873 worst Service experience by your cab yesterday at Nizamuddin station driver behavior was rude not able to board than also charged money,2689622,,driver_issue,,driver_issue,Complaint about rude driver behavior.
1871437,558870,True,Fri Oct 20 01:23:14 +0000 2017,@Uber_Support @Uber_Support,1871438,1871435.0,other_support_issue,,other_support_issue,Message contains only handles with no text.
2557472,726073,True,Thu Nov 16 16:34:44 +0000 2017,umm @115877 got my order wrong and now I’m stuck with 4 bacon egg McGriddles,2557471,,uber_eats_issue,,uber_eats_issue,Incorrect food items received in order.
1906124,158665,True,Wed Oct 18 14:42:17 +0000 2017,@Uber_Support Please get my money back to me I had a big trip planned today,1906125,1906123.0,refund_request,,refund_request,Customer is asking for their money back.
470271,226963,True,Fri Dec 01 04:36:24 +0000 2017,"@Uber_Support M:+91 9611833221, E: __email__ reactivate my account and refund Rs. 350 which is stuck in paytm wallet. 
Account was disabled due to cancellations of trips. Cancellations were done since cabs weren't moving in my direction.",470270,,account_access_issue,,account_access_issue,Customer is asking to reactivate a disabled account.
1874831,559704,True,Sat Oct 21 23:34:00 +0000 2017,My Uber driver cancelled on me and changed 5.00 cancalation free. I’m in a cab being charged a lot more and I’m late for my show #uber,1874830,,cancellation_issue,,cancellation_issue,Customer was charged a cancellation fee after driver cancelled.
2381495,194074,True,Tue Nov 14 05:35:14 +0000 2017,@Uber_Support This is just Standing Operating Procedures. I had informed and spoke to the driver on Sunday night being the 1st step; Cab aggregator being the 2nd step; and the police being the 3rd step which I hope would not be necessary. My alt no. 9643736103 or 9999365408.,"2381499,2381500",2381494.0,other_support_issue,,other_support_issue,Customer is following up on a general issue involving police escalation.
2346467,678453,True,Mon Nov 13 16:23:07 +0000 2017,"@Uber_Support pathetic driver behaviour. ETA was 6 mins. I was waiting in the rain. Took 20mins for the driver to reach near my pt. Later he asked my destination, refused &amp; asked me to cancel. Is this the training u give ur drivers? #Uber #india",2346466,,driver_issue,,driver_issue,"Customer complains about driver delay, refusal of service, and behavior."
850514,322065,True,Fri Oct 13 12:18:25 +0000 2017,@115877 @137317 pretty sure we ordered a large chips not 2 medium??😠 https://t.co/AMykvGSJhn,850513,,uber_eats_issue,,uber_eats_issue,Customer has an issue with a food order (chips).
347456,198747,True,Sun Aug 06 19:45:26 +0000 2017,@115873 @115879 @Uber_Support,347454,347458.0,other_support_issue,,other_support_issue,Message contains only handles without specific details.
1316583,427544,True,Fri Oct 27 07:02:56 +0000 2017,@Uber_Support I lost my 50% off promo after updating my Discover info :( Discover forced a CC update after the @6077 fiasco. Pls help!,1316582,,payment_issue,,payment_issue,Customer lost a promo discount after updating credit card details.
902479,334250,True,Sat Oct 21 00:37:02 +0000 2017,"My @115873 driver is texting and driving, because fuck my life and safety huh....",902478,,driver_issue,,driver_issue,Customer reports driver texting while driving.
8611,187015,True,Fri Oct 06 19:06:14 +0000 2017,@115873 Violating people's trust ... ripped a 16yr old off and tried to double her journey. Shocking customer service.,298099,8608.0,fare_or_charge_issue,,fare_or_charge_issue,Customer complains about being overcharged and driver taking a longer route.
2680410,754126,True,Tue Oct 31 15:05:59 +0000 2017,"@Uber_Support Booked a normal uber, was sent an XL and had to pay extra for a one person trip? How does this work? I didn’t request XL!",2680409,,fare_or_charge_issue,,fare_or_charge_issue,Charged extra for an unrequested Uber XL ride.
2057989,194596,True,Sat Oct 07 00:03:56 +0000 2017,@115877 my friend tried applying my promo code and it never took the $10 off his order #Help,2057988,,fare_or_charge_issue,,fare_or_charge_issue,Promo code discount was not applied to the order charge.
1368498,438530,True,Fri Oct 27 22:19:59 +0000 2017,"@Uber_Support had a very, scary experience in an uber and cannot seem to rate the driver on my husbands app. Please contact me",1368497,,driver_issue,,driver_issue,Reporting a scary driver experience.
2623475,741136,True,Tue Nov 14 21:32:04 +0000 2017,Oh ladies pray for me. My @115873 driver is driving like a mad man rn https://t.co/VfauZ6JP8N,2623474,,driver_issue,,driver_issue,Reporting dangerous driving behavior by the driver.
1683645,511748,True,Mon Nov 06 16:52:09 +0000 2017,@115873 are drivers allowed to record passengers?,1683643,,driver_issue,,driver_issue,Inquiring about driver rules regarding recording passengers.
2527086,719547,True,Thu Nov 16 04:34:46 +0000 2017,@Uber_Support U happen to have some kind of promo code I could use to save back that $8 im going for a 35min trip,2527085,2527087.0,other_support_issue,,other_support_issue,Asking customer support for a promo code.
393624,209236,True,Mon Oct 09 07:12:51 +0000 2017,@Uber_Support Your ubereats driver stole a purse at my workplace! We called uber but seems like they’re not even doing anything about it! https://t.co/mkuCwAfeDT,393623,,uber_eats_issue,,uber_eats_issue,Reporting misconduct by an Uber Eats delivery driver.
1781023,444459,True,Wed Oct 11 20:08:16 +0000 2017,@115877 why your app doesnt work,1781022,,app_or_technical_issue,,app_or_technical_issue,Reporting that the app is not working.
1789981,231732,True,Sat Nov 25 23:00:59 +0000 2017,@133311 @Uber_Support my uber driver stole my phone and uber won't help me beyond repeatedly sending me to their help page or sending automated messages to my friend's phone which was robbed at gunpoint on thursday. customer service is absolutely unhelpful,1789980,,driver_issue,,driver_issue,Reporting theft of phone by the Uber driver.
1266570,416560,True,Thu Oct 26 11:56:53 +0000 2017,Srsly? 1min for a U-Turn slot in EDSA during rush hour? Amazing! @115873 @Uber_Support #uberph https://t.co/efmrW61V03,1266569,,trip_issue,,trip_issue,Commenting on traffic and route duration during the trip.
1159246,392708,True,Sun Oct 15 15:27:32 +0000 2017,how do you guys feel about this @115873 @Uber_Support situation? 😡😡😡😡,"1159245,1159247",,other_support_issue,,other_support_issue,Vague complaint without specific details.
724301,293465,True,Wed Oct 11 03:56:55 +0000 2017,Why does uber not use the shorter way to take me 2 the destination ... A smart way to inflate bills ? @116288 @Uber_Support @115873 https://t.co/LINFYkX1XP,724300,,fare_or_charge_issue,,fare_or_charge_issue,Complaint about inefficient routing inflating the bill.
1417419,449455,True,Wed Nov 01 23:01:57 +0000 2017,@115873 I was offered a renewal on my rider pass however the app didn't show the pass as expired till 1:00pm today. Why? 🤦🏻‍♂️,1417418,,app_or_technical_issue,,app_or_technical_issue,Issue with rider pass expiration timing in the app.
2057749,608579,True,Fri Oct 06 23:44:42 +0000 2017,.@Uber_Support If this driver is in the habit of starting trips before the passenger is in the car he should be deactivated.,2057748,,driver_issue,,driver_issue,Driver starting trip before passenger enters car.
2711021,134370,True,Mon Nov 20 01:35:25 +0000 2017,@Uber_Support @115873 any update pn why you are fooling your customers https://t.co/RNjQ8M0P6o,2711019,,other_support_issue,,other_support_issue,General complaint asking for an update.
272538,181057,True,Fri Oct 06 03:34:59 +0000 2017,@115873 got an email that my next ride was 50% off b/c of a crazy long wait. But promo in my app will only work in the UK. Can someone help?,272536,,app_or_technical_issue,,app_or_technical_issue,Promo code issue restricted to the wrong region in the app.
2744283,768617,True,Mon Nov 20 19:16:12 +0000 2017,Why @115877 delivers does not match with their ID’s? Is food safe?,2744282,,uber_eats_issue,,uber_eats_issue,Delivery driver ID mismatch and food safety concern.
232647,171379,True,Wed Oct 04 13:42:27 +0000 2017,"@Uber_Support 2/3: And he has a debt of 12k, And that money was deducted from my earnings and after one more week .....",232646,232648.0,payment_issue,,payment_issue,Issue regarding money deducted from driver earnings.
2030653,600473,True,Tue Nov 07 09:26:07 +0000 2017,"@115873, my friend and I caught an Uber earlier and she was charged twice in her account. We would like the initial charge refunded.",2030652,,refund_request,,refund_request,Double charged for a trip and explicitly requesting a refund.
102157,138400,True,Thu Nov 30 17:20:31 +0000 2017,"@115873: “affordable everyday rides”
me: *wants to go to my mother in laws [normally costs $8] gets on and sees its now $11*

smh this makes me so freaking mad. it’s literally 3 miles down the road. $11 is way too much for a 5 minute drive.",102156,,fare_or_charge_issue,,fare_or_charge_issue,Complaint about high fare for a short ride.
2422983,695910,True,Tue Nov 14 18:26:11 +0000 2017,@Uber_Support Krispy Kreme isn’t even appearing in the app,2422985,2422982.0,uber_eats_issue,,uber_eats_issue,Restaurant not appearing in the app for food delivery
2488789,710740,True,Wed Nov 15 17:03:31 +0000 2017,@115873 someone's using my email for their Uber account - I would like to have my email taken out of the equation - who do I contact about this? Thanks,2488788,,account_access_issue,,account_access_issue,Unauthorized use of email address on an account
1534419,475859,True,Fri Nov 03 23:44:27 +0000 2017,@AskLyft @Uber_Support where can I go Report a reckless driver?,"1534418,1534420",,driver_issue,,driver_issue,Reporting a reckless driver
1139874,388320,True,Sun Oct 15 11:34:23 +0000 2017,"@Uber_Support I left my phone in an uber last night, have located the car through tracking, need to get hold of driver, help x",1139873,,driver_issue,,driver_issue,Trying to contact driver regarding a lost item
2809476,781769,True,Wed Nov 22 05:48:45 +0000 2017,But no refund for the drink aye? @115877 https://t.co/KTrQOpMR0O,2809475,,refund_request,,refund_request,Asking for a refund on a missing/undelivered item
102098,138383,True,Thu Nov 30 17:46:32 +0000 2017,@Uber_Support 2 days ago I received 10 x SMS at 6:40am EST with various verification codes and am concerned someone was trying to hack my account.,102097,,account_access_issue,,account_access_issue,Unsolicited verification codes indicating potential account hack
1194146,400594,True,Wed Oct 25 00:59:33 +0000 2017,"@Uber_Support please bring Uber to Rapid City, SD. Home to Mt Rushmore and the competition is coming in November! I like Uber better.",1194145,,other_support_issue,,other_support_issue,General service request to bring Uber to a new city
2611685,636949,True,Fri Nov 17 12:06:53 +0000 2017,".@115873 I’m over you. I’m sick and tired of making this same complaint over and over again: if I order a ride and it says 3 min away and i see that it’s 2 blocks away, then 5 minutes later it’s another 6 min away and 5 blocks in other direction, unacceptable. Happens constantly.",2611684,,driver_issue,,driver_issue,Driver driving away from pickup location
827624,317140,True,Thu Oct 12 21:01:22 +0000 2017,@Uber_Support I have just rated my driver 1 star in error. I can't change it despite reading your help pages?,827622,,app_or_technical_issue,,app_or_technical_issue,Unable to edit or change a driver rating in the app
2123782,625589,True,Wed Nov 08 17:41:45 +0000 2017,@115877 shocking service from your support staff. Generic automated responses and no resolution. An hour later and I’m left without food,2123781,,uber_eats_issue,,uber_eats_issue,Food delivery issue and poor support resolution
2237975,157673,True,Fri Nov 10 17:20:02 +0000 2017,"Uhm - my app is telling me there's no service because of extreme weather conditions in Toronto, but its sunny af w/ clear skies. @115877",2237974,,app_or_technical_issue,,app_or_technical_issue,App is showing incorrect weather and service status
364112,202297,True,Sun Oct 08 18:55:02 +0000 2017,@115873 can you guys tell me how i can apply a coupon in uner app. I got too many coupons from uber and never be able to apply it,364111,,payment_issue,,payment_issue,Inquiry about applying coupons/promos in the app
2696194,757645,True,Sun Nov 19 18:29:32 +0000 2017,@Uber_Support I need help with my fare adjustment.,"2696193,2696195",,fare_or_charge_issue,,fare_or_charge_issue,Requesting help with a fare adjustment
60342,129800,True,Wed Nov 01 21:04:22 +0000 2017,@Uber_Support Why can't I contact customer care directly through the App? Why is asking me to sign in again to address this specific  issue?,60340,60344.0,account_access_issue,,account_access_issue,App is repeatedly asking to sign in to contact support
1805535,542500,True,Wed Oct 18 01:49:03 +0000 2017,"@Uber_Support Can you PM me and i will give you her email, so you can look at her conversation w customer support and contact her that way. Thx",1805533,1805537.0,other_support_issue,,other_support_issue,Requesting support to contact another user via email
848577,321659,True,Wed Oct 18 05:28:57 +0000 2017,@Uber_Support my dad is unable to update his email ID on his uber account..neither on the app nor on https://t.co/EgJJDhZTLt.. Please help.. https://t.co/0mk5wvDuiA,"848575,848578",,account_access_issue,,account_access_issue,Unable to update email address on the account
2302605,668179,True,Thu Oct 19 20:44:17 +0000 2017,"@115873 REALLY DISABLED MY ACCOUNT TODAY, IM PISSED",2302603,,account_access_issue,,account_access_issue,Account has been disabled
36706,302964,True,Wed Oct 11 20:00:00 +0000 2017,"@115877 Local news networks are reporting y'all in the Raleigh,NC area. When and where?",765501,36701.0,other_support_issue,,other_support_issue,"General inquiry about service availability in Raleigh, NC"
1249740,413221,True,Thu Oct 26 02:22:33 +0000 2017,"My ride not book with paytm
Why
@115873",1249739,,payment_issue,,payment_issue,Unable to book a ride using Paytm payment method
2141083,236846,True,Wed Nov 08 22:19:34 +0000 2017,@Uber_Support You have his license plate and the time I tweeted. You should be able to track him down using your systems.,2141082,2141084.0,driver_issue,,driver_issue,Reporting and tracking down a specific driver
457877,277023,True,Fri Dec 01 06:56:15 +0000 2017,@Uber_Support Same am facing the issue... I can't see fares in my driver app .... I have to ... dispute certain trips am not able to because I can't see,659434,457832.0,app_or_technical_issue,,app_or_technical_issue,Cannot see fares in the driver app
1860253,556108,True,Thu Oct 19 16:35:11 +0000 2017,@Uber_Support You guys do this all the time. Fix ur app. Map sucks,1860252,1860254.0,app_or_technical_issue,,app_or_technical_issue,App and map technical issues
476492,216010,True,Sat Dec 02 06:34:04 +0000 2017,"@Uber_Support It is easy, I disagree with this fucking upfront scam. I want my money back",476493,476491.0,refund_request,,refund_request,Explicitly requests money back
1709662,306455,True,Thu Nov 30 21:25:33 +0000 2017,@115873 my uber driver was very rude and told me I had to leave or I was gonna be in the car for 40 mins when I was just going up the road to the bank 🤦🏽‍♂️,1709661,,driver_issue,,driver_issue,Driver was rude and forced passenger out
1619468,496434,True,Sun Nov 05 16:14:43 +0000 2017,@Uber_Support my account was deactivated and no one can explain me why or how I can't reactivate it. Can you help me?,1619467,,account_access_issue,,account_access_issue,Account deactivated and cannot reactivate
2954547,420793,True,Wed Nov 29 18:54:26 +0000 2017,@Uber_Support  I am an @116988 platinum Uber VIP.  But my account does not show the option select Uber vip rides in Wahsignton DC.  Please advise.,2954546,,app_or_technical_issue,,app_or_technical_issue,App does not show the VIP ride option
1875861,559990,True,Sun Oct 22 01:54:28 +0000 2017,@Uber_Support absolute disgrace Us service to be charged and no show from your driver ! Refund required,1875860,,refund_request,,refund_request,Explicitly requests a refund for a driver no-show
1166941,394477,True,Sun Oct 15 16:52:37 +0000 2017,@Uber_Support Why cant uber reply to the concerned raised on the app? Its a week now and still no reply. Please have a look at my complain. https://t.co/DI3zrJgXH9,1166940,,other_support_issue,,other_support_issue,Inquiry about unanswered support complaint
140475,147700,True,Wed Nov 22 15:46:51 +0000 2017,"@115873 plz help, I had trip Pune Carporation to Ganeshnagar, Vadgaon sheri. I forget my mobile in Cab. I registered cab on  mobile. My mobile no is 9604043337","140472,140476",,trip_issue,,trip_issue,Lost item (mobile phone) left in the cab
2590826,119915,True,Fri Nov 17 01:15:45 +0000 2017,@Uber_Support I want to know why my Uber gift credit of $50 disappeared from my acct. So when I tried to re-add it .. it says it’s already on my account. PLEASE HELP,2590825,,payment_issue,,payment_issue,Issue with gift card credit disappearing
530108,242759,True,Sat Dec 02 09:46:07 +0000 2017,@Uber_Support I have tried doing that but on the app it is showing I haven’t paid anything but has come out of my account numerous times ?,530107,530109.0,payment_issue,,payment_issue,Charged multiple times but app shows unpaid
